codigo_embalse,region,volumen_util,capacidad_util,volumen_total,VertimientosEnergia,fecha,vertimientos,duracion,etiqueta
PORCE3,Antioquia,52850100,111892901,78757300,0.0,2016-05-07,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1456243000,3992426064,1456243000,0.0,2016-05-06,0.0,P1D,0
SANLOREN,Antioquia,117733500,443030452,174490400,0.0,2016-05-05,0.0,P1D,0
BETANIA,Centro,105035700,130482148,181682200,0.0,2016-05-04,0.0,P1D,0
CALIMA1,Valle,31411500,216192480,82678000,0.0,2016-05-04,0.0,P1D,0
CHUZA,Oriente,614838400,1014495332,663222200,0.0,2016-05-04,0.0,P1D,0
PUNCHINA,Antioquia,30927600,73397952,43365300,0.0,2016-05-03,0.0,P1D,0
URRA1,Caribe,30053100,159136980,73493900,0.0,2016-05-03,0.0,P1D,0
ALTOANCH,Valle,33096400,33860926,41555500,0.0,2016-05-02,0.0,P1D,0
PORCE2,Antioquia,78261700,143223410,149602800,0.0,2016-05-02,0.0,,0
ALTOANCH,Valle,25833400,33860926,34292500,0.0,2016-05-01,0.0,P1D,0
PUNCHINA,Antioquia,47081500,73397952,59519200,0.0,2016-05-01,0.0,P1D,0
CALIMA1,Valle,29551900,216192480,80818400,0.0,2016-04-30,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1473041500,3992426064,1473041500,0.0,2016-04-30,0.0,P1D,0
SOGAMOSO,Centro,263689500,998886744,474457700,0.0,2016-04-30,0.0,P1D,0
SANLOREN,Antioquia,101909100,443030452,158666000,0.0,2016-04-29,0.0,P1D,0
PUNCHINA,Antioquia,35508300,73397952,47946000,0.0,2016-04-29,0.0,P1D,0
SALVAJIN,Valle,75693900,190596680,100929700,0.0,2016-04-29,0.0,P1D,0
ELQUIMBO,Centro,390492500,1123719786,602566400,0.0,2016-04-29,0.0,P1D,0
BETANIA,Centro,100732800,130482148,177379300,0.0,2016-04-28,0.0,P1D,0
PLAYAS,Antioquia,80968800,95959312,120974600,0.0,2016-04-28,0.0,P1D,0
ESMERALD,Oriente,180054100,1143391381,225393600,0.0,2016-04-28,0.0,P1D,0
URRA1,Caribe,27679500,159136980,71120300,0.0,2016-04-28,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1474063500,3992426064,1474063500,0.0,2016-04-28,0.0,P1D,0
MIEL1,Caldas,49904400,245451418,77664900,0.0,2016-04-27,0.0,P1D,0
MIRAFLOR,Antioquia,15811300,308621390,33834000,0.0,2016-04-27,0.0,P1D,0
SOGAMOSO,Centro,200700700,998886744,411469000,0.0,2016-04-27,0.0,P1D,0
URRA1,Caribe,26506900,159136980,69947700,0.0,2016-04-26,0.0,P1D,0
ESMERALD,Oriente,172620800,1143391381,217960300,0.0,2016-04-26,0.0,P1D,0
SANLOREN,Antioquia,87799000,443030452,144555900,0.0,2016-04-25,0.0,P1D,0
PRADO,Centro,18418200,56831166,63003900,0.0,2016-04-25,0.0,P1D,0
AGREGADO_SIN,Colombia,6810971700,17285928633,8367523900,0.0,2016-04-25,0.0,P1D,0
CALIMA1,Valle,26791000,216192480,78057400,0.0,2016-04-25,0.0,P1D,0
CHUZA,Oriente,641903000,1014495332,690286800,0.0,2016-04-24,0.0,P1D,0
TRONERAS,Antioquia,16875400,63718270,45571000,0.0,2016-04-24,0.0,P1D,0
PUNCHINA,Antioquia,28773700,73397952,41211500,0.0,2016-06-24,0.0,P1D,0
RIOGRAN2,Antioquia,85615900,501475128,264201900,0.0,2016-06-24,0.0,P1D,0
TRONERAS,Antioquia,26819800,69981450,54429000,0.0,2016-06-24,0.0,P1D,0
MIRAFLOR,Antioquia,43922100,308621390,61944800,0.0,2016-06-24,0.0,P1D,0
MIRAFLOR,Antioquia,42362700,308621390,60385400,0.0,2016-06-23,0.0,P1D,0
PENOL,Antioquia,2453433300,4080797994,2731948700,0.0,2016-06-23,0.0,P1D,0
ELQUIMBO,Centro,640364000,1123719786,852438000,1101719.4861,2016-06-23,1101719.49,P1D,1
ELQUIMBO,Centro,629070900,1123719786,841144900,68609.0,2016-06-22,68609.0,P1D,1
MUNA,Centro,47237500,56025812,48940900,0.0,2016-06-21,0.0,P1D,0
GUAVIO,Oriente,920757500,2072355042,968774600,0.0,2016-06-21,0.0,P1D,0
AGREGADO_SIN,Colombia,7852868000,17256332500,9395236900,0.0,2016-06-21,0.0,P1D,0
ELQUIMBO,Centro,614369000,1123719786,826442900,0.0,2016-06-21,0.0,P1D,0
ALTOANCH,Valle,18891100,33860926,27350200,0.0,2016-06-21,0.0,P1D,0
MUNA,Centro,39084600,56025812,40787900,0.0,2016-06-20,0.0,P1D,0
MIRAFLOR,Antioquia,39672100,308621390,57694800,0.0,2016-06-20,0.0,P1D,0
ALTOANCH,Valle,10875900,33860926,19335000,0.0,2016-06-19,0.0,P1D,0
SANLOREN,Antioquia,122085200,443030452,178842100,0.0,2016-06-19,0.0,P1D,0
SANLOREN,Antioquia,114146700,443030452,170903500,0.0,2016-06-18,0.0,P1D,0
RIOGRAN2,Antioquia,73977300,501475128,252563300,0.0,2016-06-18,0.0,P1D,0
ALTOANCH,Valle,8570000,33860926,17029100,0.0,2016-06-18,0.0,P1D,0
CALIMA1,Valle,53452400,216192480,104718900,0.0,2016-06-17,0.0,P1D,0
SALVAJIN,Valle,115318500,190596680,140554400,0.0,2016-06-16,0.0,P1D,0
PENOL,Antioquia,2553055300,4080797994,2831570700,0.0,2016-06-15,0.0,P1D,0
ELQUIMBO,Centro,544929800,1123719786,757003800,0.0,2016-06-15,0.0,P1D,0
PUNCHINA,Antioquia,49220200,73397952,61657900,0.0,2016-06-14,0.0,P1D,0
CHUZA,Oriente,624957100,1014495332,673341000,0.0,2016-06-14,0.0,P1D,0
MIEL1,Caldas,67226900,245451418,94987400,0.0,2016-06-13,0.0,P1D,0
GUAVIO,Oriente,879258300,2072355042,927275400,0.0,2016-06-11,0.0,P1D,0
ALTOANCH,Valle,7373900,33860926,15833000,0.0,2016-06-10,0.0,P1D,0
TRONERAS,Antioquia,20604600,69981450,48213700,0.0,2016-06-10,0.0,P1D,0
PORCE2,Antioquia,92450200,133540870,152890900,0.0,2016-06-10,0.0,,0
RIOGRAN2,Antioquia,110865300,501475128,289451300,0.0,2016-06-10,0.0,P1D,0
AGREGADO_SIN,Colombia,7758115600,17256332500,9300484400,0.0,2016-06-10,0.0,P1D,0
PRADO,Centro,27445600,56831166,72031300,0.0,2016-06-08,0.0,P1D,0
PORCE2,Antioquia,45870300,133540870,106311000,0.0,2016-06-08,0.0,,0
CHUZA,Oriente,635144900,1014495332,683528700,0.0,2016-06-08,0.0,P1D,0
ESMERALD,Oriente,365498400,1143391381,410837900,0.0,2016-06-08,0.0,P1D,0
MIRAFLOR,Antioquia,34773400,308621390,52796100,0.0,2016-06-08,0.0,P1D,0
PORCE3,Antioquia,55747600,111892901,81654700,0.0,2016-06-07,0.0,P1D,0
ELQUIMBO,Centro,481975100,1123719786,694049100,0.0,2016-06-07,0.0,P1D,0
AGREGADO_SIN,Colombia,7755324100,17276246093,9300975800,0.0,2016-06-06,0.0,P1D,0
CHUZA,Oriente,646718300,1014495332,695102200,0.0,2016-06-05,0.0,P1D,0
CALIMA1,Valle,48106700,216192480,99373100,0.0,2016-06-05,0.0,P1D,0
ALTOANCH,Valle,3514300,33860926,11973400,0.0,2016-06-05,0.0,P1D,0
BETANIA,Centro,83490100,130482148,160136600,0.0,2016-06-04,0.0,P1D,0
SALVAJIN,Valle,111995500,190596680,137231400,0.0,2016-06-03,0.0,P1D,0
URRA1,Caribe,82354900,159136980,125795600,0.0,2016-06-03,0.0,P1D,0
MUNA,Centro,55975200,56025812,57678500,0.0,2016-06-03,0.0,P1D,0
PRADO,Centro,28774900,56831166,73360700,0.0,2016-06-02,0.0,P1D,0
PORCE2,Antioquia,43085800,133540870,103526500,0.0,2016-06-02,0.0,,0
CALIMA1,Valle,46780600,216192480,98047000,0.0,2016-06-02,0.0,P1D,0
SOGAMOSO,Centro,285669000,998886744,496437300,0.0,2016-06-01,0.0,P1D,0
CALIMA1,Valle,45900000,216192480,97166400,0.0,2016-05-31,0.0,P1D,0
GUAVIO,Oriente,889908300,2102314907,940528300,0.0,2016-05-31,0.0,P1D,0
TRONERAS,Antioquia,61711500,63718270,90407100,0.0,2016-05-31,0.0,P1D,0
AGREGADO_SIN,Colombia,7684791800,17276246093,9230443000,0.0,2016-05-31,0.0,P1D,0
PORCE3,Antioquia,16939100,111892901,42846200,0.0,2016-05-30,0.0,P1D,0
AGREGADO_SIN,Colombia,7595347300,17276246093,9140998700,0.0,2016-05-30,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1435526800,3992426064,1435526800,0.0,2016-05-30,0.0,P1D,0
MIRAFLOR,Antioquia,24777900,308621390,42800500,0.0,2016-05-30,0.0,P1D,0
TRONERAS,Antioquia,50428200,63718270,79123800,0.0,2016-05-30,0.0,P1D,0
PUNCHINA,Antioquia,25239600,73397952,37677300,0.0,2016-05-29,0.0,P1D,0
TRONERAS,Antioquia,43126500,63718270,71822100,0.0,2016-05-29,0.0,P1D,0
PORCE2,Antioquia,24573200,133540870,85013900,0.0,2016-05-29,0.0,,0
PORCE2,Antioquia,16758000,133540870,77198700,0.0,2016-05-28,0.0,,0
PLAYAS,Antioquia,65005500,95959312,105011300,0.0,2016-05-28,0.0,P1D,0
PRADO,Centro,28196700,56831166,72782400,0.0,2016-05-28,0.0,P1D,0
MIEL1,Caldas,56972400,245451418,84733000,0.0,2016-05-27,0.0,P1D,0
PUNCHINA,Antioquia,31397800,73397952,43835500,0.0,2016-05-27,0.0,P1D,0
GUAVIO,Oriente,798605300,2102314907,849225300,0.0,2016-05-27,0.0,P1D,0
PENOL,Antioquia,2583624100,4080797994,2862139500,0.0,2016-05-27,0.0,P1D,0
MIEL1,Caldas,59430400,245451418,87190900,0.0,2016-05-26,0.0,P1D,0
MIRAFLOR,Antioquia,20905000,308621390,38927600,0.0,2016-05-26,0.0,P1D,0
PRADO,Centro,27710400,56831166,72296100,0.0,2016-05-25,0.0,P1D,0
MIRAFLOR,Antioquia,19773800,308621390,37796400,0.0,2016-05-25,0.0,P1D,0
SOGAMOSO,Centro,435767900,998886744,646536100,0.0,2016-07-25,0.0,P1D,0
ELQUIMBO,Centro,840901900,1107906044,1049991500,2648657.0,2016-07-25,2648657.0,P1D,1
SALVAJIN,Valle,119467500,190596680,144703400,0.0,2016-07-25,0.0,P1D,0
CALIMA1,Valle,61548800,216192480,112815200,0.0,2016-07-24,0.0,P1D,0
PLAYAS,Antioquia,63972200,95959312,103978000,0.0,2016-07-23,0.0,P1D,0
MIRAFLOR,Antioquia,79280400,308621390,97303000,0.0,2016-07-22,0.0,P1D,0
SOGAMOSO,Centro,419090200,998886744,629858400,0.0,2016-07-22,0.0,P1D,0
PORCE3,Antioquia,27887900,115675993,54201600,0.0,2016-07-22,0.0,P1D,0
CHUZA,Oriente,796717400,1014495332,845101300,0.0,2016-07-21,0.0,P1D,0
BETANIA,Centro,86470400,125417082,160141600,0.0,2016-07-20,0.0,P1D,0
PLAYAS,Antioquia,46642200,95959312,86648000,0.0,2016-07-18,0.0,P1D,0
SALVAJIN,Valle,123427800,190596680,148663700,0.0,2016-07-18,0.0,P1D,0
MIEL1,Caldas,65113700,245451418,92874300,0.0,2016-07-18,0.0,P1D,0
MUNA,Centro,35723900,58189504,35954100,0.0,2016-07-18,0.0,P1D,0
CHUZA,Oriente,780950100,1014495332,829333900,0.0,2016-07-18,0.0,P1D,0
PORCE2,Antioquia,46843000,133540870,107283700,0.0,2016-07-17,0.0,,0
SALVAJIN,Valle,124478100,190596680,149713900,0.0,2016-07-17,0.0,P1D,0
GUAVIO,Oriente,1510538400,2072355042,1558555600,0.0,2016-07-17,0.0,P1D,0
AGREGADO_SIN,Colombia,9280892900,17237617384,10815829200,3481345.3264,2016-07-17,3481345.33,P1D,1
PLAYAS,Antioquia,67128600,95959312,107134400,0.0,2016-07-16,0.0,P1D,0
SOGAMOSO,Centro,403735300,998886744,614503600,0.0,2016-07-16,0.0,P1D,0
CALIMA1,Valle,59994800,216192480,111261200,0.0,2016-07-15,0.0,P1D,0
PORCE3,Antioquia,47006700,115675993,73320400,0.0,2016-07-15,0.0,P1D,0
PENOL,Antioquia,2245561600,4080797994,2524077000,0.0,2016-07-14,0.0,P1D,0
PORCE2,Antioquia,57845700,133540870,118286400,0.0,2016-07-14,0.0,,0
RIOGRAN2,Antioquia,20924700,501475128,199510700,0.0,2016-07-14,0.0,P1D,0
PORCE2,Antioquia,47232500,133540870,107673200,0.0,2016-07-13,0.0,,0
PRADO,Centro,17273900,56831166,61859600,0.0,2016-07-13,0.0,P1D,0
AGREGADO_SIN,Colombia,9162129900,17237617384,10697065900,2502938.7431,2016-07-13,2502938.74,P1D,1
AGREGADO_BOGOTA,Centro,1601969900,3992426064,1601969900,0.0,2016-07-13,0.0,P1D,0
MIEL1,Caldas,56972400,245451418,84733000,0.0,2016-07-13,0.0,P1D,0
RIOGRAN2,Antioquia,21528400,501475128,200114400,0.0,2016-07-13,0.0,P1D,0
PORCE3,Antioquia,64690000,115675993,91003700,0.0,2016-07-12,0.0,P1D,0
PRADO,Centro,17641400,56831166,62227100,0.0,2016-07-12,0.0,P1D,0
AGREGADO_SIN,Colombia,9157528900,17237617384,10692464800,2651367.0069,2016-07-12,2651367.01,P1D,1
CHUZA,Oriente,766508600,1014495332,814892400,0.0,2016-07-12,0.0,P1D,0
PENOL,Antioquia,2254892900,4080797994,2533408300,0.0,2016-07-12,0.0,P1D,0
SOGAMOSO,Centro,387528800,998886744,598297000,0.0,2016-07-12,0.0,P1D,0
PLAYAS,Antioquia,48767300,95959312,88773100,0.0,2016-07-12,0.0,P1D,0
CALIMA1,Valle,59191900,216192480,110458300,0.0,2016-07-12,0.0,P1D,0
MIRAFLOR,Antioquia,66837100,308621390,84859700,0.0,2016-07-12,0.0,P1D,0
RIOGRAN2,Antioquia,26723900,501475128,205309900,0.0,2016-07-11,0.0,P1D,0
SOGAMOSO,Centro,388887800,998886744,599656000,0.0,2016-07-11,0.0,P1D,0
SOGAMOSO,Centro,387724500,998886744,598492700,0.0,2016-07-10,0.0,P1D,0
PLAYAS,Antioquia,51138000,95959312,91143800,0.0,2016-07-10,0.0,P1D,0
URRA1,Caribe,89173800,159136980,132614600,0.0,2016-07-09,0.0,P1D,0
GUAVIO,Oriente,1415127800,2072355042,1463144900,0.0,2016-07-08,0.0,P1D,0
PORCE2,Antioquia,83719400,133540870,144160100,0.0,2016-07-08,0.0,,0
ESMERALD,Oriente,743684100,1143391381,789023500,0.0,2016-07-06,0.0,P1D,0
GUAVIO,Oriente,1338821000,2072355042,1386838100,0.0,2016-07-06,0.0,P1D,0
PRADO,Centro,19074800,56831166,63660500,0.0,2016-07-06,0.0,P1D,0
CHUZA,Oriente,746832800,1014495332,795216700,0.0,2016-07-06,0.0,P1D,0
ESMERALD,Oriente,701282900,1143391381,746622400,0.0,2016-07-05,0.0,P1D,0
SOGAMOSO,Centro,354003200,998886744,564771400,0.0,2016-07-05,0.0,P1D,0
CHUZA,Oriente,716812700,1014495332,765196600,0.0,2016-07-05,0.0,P1D,0
SALVAJIN,Valle,126485500,190596680,151721400,0.0,2016-07-04,0.0,P1D,0
MUNA,Centro,50961900,58189504,51192000,0.0,2016-07-04,0.0,P1D,0
PUNCHINA,Antioquia,25906900,73397952,38344700,0.0,2016-07-04,0.0,P1D,0
AGREGADO_SIN,Colombia,8628124200,17237617384,10163059900,0.0,2016-07-04,0.0,P1D,0
SOGAMOSO,Centro,351140200,998886744,561908400,0.0,2016-07-03,0.0,P1D,0
CALIMA1,Valle,56203000,216192480,107469500,0.0,2016-07-03,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1529951200,3992426064,1529951200,0.0,2016-07-02,0.0,P1D,0
SALVAJIN,Valle,124726900,190596680,149962800,0.0,2016-07-02,0.0,P1D,0
PUNCHINA,Antioquia,11027100,73397952,23464900,0.0,2016-07-02,0.0,P1D,0
GUAVIO,Oriente,1116274700,2072355042,1164291900,0.0,2016-07-01,0.0,P1D,0
TRONERAS,Antioquia,12577500,69981450,40186600,0.0,2016-06-30,0.0,P1D,0
ALTOANCH,Valle,14217600,33860926,22676700,0.0,2016-06-29,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1490424700,3992426064,1490424700,0.0,2016-06-29,0.0,P1D,0
SOGAMOSO,Centro,343714700,998886744,554482900,0.0,2016-06-29,0.0,P1D,0
GUAVIO,Oriente,1051181900,2072355042,1099199000,0.0,2016-06-28,0.0,P1D,0
BETANIA,Centro,98953300,130482148,175599800,0.0,2016-06-27,0.0,P1D,0
URRA1,Caribe,93761100,159136980,137201800,0.0,2016-06-27,0.0,P1D,0
MUNA,Centro,41644200,56025812,43347500,0.0,2016-06-27,0.0,P1D,0
PORCE3,Antioquia,56171000,115675993,82484700,0.0,2016-06-26,0.0,P1D,0
PRADO,Centro,22319900,56831166,66905600,0.0,2016-06-26,0.0,P1D,0
TRONERAS,Antioquia,46382700,69981450,73991800,0.0,2016-06-26,0.0,P1D,0
PENOL,Antioquia,2408534000,4080797994,2687049400,0.0,2016-06-26,0.0,P1D,0
BETANIA,Centro,103012900,130482148,179659300,0.0,2016-06-26,0.0,P1D,0
CHUZA,Oriente,646718300,1014495332,695102200,0.0,2016-06-25,0.0,P1D,0
MIEL1,Caldas,61371200,245451418,89131700,0.0,2016-06-25,0.0,P1D,0
PUNCHINA,Antioquia,20052100,73397952,32489900,0.0,2016-06-25,0.0,P1D,0
SALVAJIN,Valle,69871000,190596680,95106900,0.0,2016-08-25,0.0,P1D,0
PLAYAS,Antioquia,72271700,95959312,112277500,0.0,2016-08-25,0.0,P1D,0
URRA1,Caribe,97756200,159136980,141197000,0.0,2016-08-25,0.0,P1D,0
RIOGRAN2,Antioquia,27916600,501475128,206502700,0.0,2016-08-24,0.0,P1D,0
ELQUIMBO,Centro,882293600,1107906044,1091383200,0.0,2016-08-24,0.0,P1D,0
CALIMA1,Valle,62905900,216192480,114172400,0.0,2016-08-24,0.0,P1D,0
MIEL1,Caldas,47524300,245451418,75284800,0.0,2016-08-23,0.0,P1D,0
PORCE3,Antioquia,6235900,115675993,32549600,0.0,2016-08-23,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1691749300,3992426064,1691749300,0.0,2016-08-23,0.0,P1D,0
CALIMA1,Valle,65164400,216192480,116430900,0.0,2016-08-23,0.0,P1D,0
PRADO,Centro,7296800,56831166,51882500,0.0,2016-08-22,0.0,P1D,0
URRA1,Caribe,96464900,159136980,139905700,0.0,2016-08-22,0.0,P1D,0
MIEL1,Caldas,48781100,245451418,76541600,0.0,2016-08-20,0.0,P1D,0
GUAVIO,Oriente,1938115900,2072355042,1986133000,0.0,2016-08-20,0.0,P1D,0
SOGAMOSO,Centro,454801100,998886744,665569300,0.0,2016-08-19,0.0,P1D,0
GUAVIO,Oriente,1922965100,2072355042,1970982200,0.0,2016-08-19,0.0,P1D,0
PRADO,Centro,7219700,56831166,51805400,0.0,2016-08-19,0.0,P1D,0
URRA1,Caribe,94719500,159136980,138160300,0.0,2016-08-18,0.0,P1D,0
MIEL1,Caldas,49237100,245451418,76997600,0.0,2016-08-18,0.0,P1D,0
SALVAJIN,Valle,91638900,190596680,116874800,0.0,2016-08-18,0.0,P1D,0
ELQUIMBO,Centro,883650200,1107906044,1092739700,0.0,2016-08-17,0.0,P1D,0
PLAYAS,Antioquia,100728000,95959312,140733800,702034.8,2016-08-17,702034.8,P1D,1
ALTOANCH,Valle,3576000,33860926,12035100,0.0,2016-08-16,0.0,P1D,0
ELQUIMBO,Centro,884330800,1107906044,1093420400,0.0,2016-08-16,0.0,P1D,0
ELQUIMBO,Centro,889076500,1107906044,1098166000,0.0,2016-08-15,0.0,P1D,0
PENOL,Antioquia,1969657600,4080797994,2248173000,0.0,2016-08-15,0.0,P1D,0
CHUZA,Oriente,864054300,1014495332,912438100,0.0,2016-08-15,0.0,P1D,0
PUNCHINA,Antioquia,16411800,73397952,28849500,0.0,2016-08-13,0.0,P1D,0
PLAYAS,Antioquia,77753900,95959312,117759700,0.0,2016-08-11,0.0,P1D,0
GUAVIO,Oriente,1713585000,2072355042,1761602100,0.0,2016-08-10,0.0,P1D,0
RIOGRAN2,Antioquia,60103100,501475128,238689100,0.0,2016-08-10,0.0,P1D,0
CHUZA,Oriente,852117200,1014495332,900501000,0.0,2016-08-10,0.0,P1D,0
MUNA,Centro,41294300,58189504,41524500,0.0,2016-08-09,0.0,P1D,0
PORCE3,Antioquia,3876800,115675993,30190500,0.0,2016-08-09,0.0,P1D,0
PLAYAS,Antioquia,73131400,95959312,113137200,0.0,2016-08-08,0.0,P1D,0
AGREGADO_SIN,Colombia,9595786600,17237617384,11130722700,0.0,2016-08-08,0.0,P1D,0
PORCE3,Antioquia,5899100,115675993,32212900,0.0,2016-08-07,0.0,P1D,0
PENOL,Antioquia,2062958500,4080797994,2341473900,0.0,2016-08-05,0.0,P1D,0
SALVAJIN,Valle,108382600,190596680,133618400,0.0,2016-08-05,0.0,P1D,0
PORCE3,Antioquia,6908600,115675993,33222300,0.0,2016-08-05,0.0,P1D,0
GUAVIO,Oriente,1679392800,2072355042,1727409900,0.0,2016-08-05,0.0,P1D,0
URRA1,Caribe,98685000,159136980,142125800,0.0,2016-08-05,0.0,P1D,0
PLAYAS,Antioquia,59993100,95959312,99998900,0.0,2016-08-03,0.0,P1D,0
TRONERAS,Antioquia,5457900,69981450,33067000,0.0,2016-08-03,0.0,P1D,0
CHUZA,Oriente,840990300,1014495332,889374100,0.0,2016-08-03,0.0,P1D,0
SALVAJIN,Valle,112714800,190596680,137950700,0.0,2016-08-02,0.0,P1D,0
PRADO,Centro,12290000,56831166,56875700,0.0,2016-08-01,0.0,P1D,0
PORCE2,Antioquia,29059600,133540870,89500300,0.0,2016-08-01,0.0,,0
MUNA,Centro,42491200,58189504,42721400,0.0,2016-08-01,0.0,P1D,0
ALTOANCH,Valle,14464300,33860926,22923300,0.0,2016-07-31,0.0,P1D,0
PENOL,Antioquia,2137031300,4080797994,2415546700,0.0,2016-07-31,0.0,P1D,0
MIEL1,Caldas,74239400,245451418,101999900,0.0,2016-07-30,0.0,P1D,0
SALVAJIN,Valle,115851900,190596680,141087700,0.0,2016-07-29,0.0,P1D,0
MUNA,Centro,37933700,58189504,38163800,0.0,2016-07-29,0.0,P1D,0
URRA1,Caribe,100251100,159136980,143691800,0.0,2016-07-29,0.0,P1D,0
PORCE3,Antioquia,6666400,115675993,32980100,0.0,2016-07-29,0.0,P1D,0
PORCE2,Antioquia,22590100,133540870,83030800,0.0,2016-07-28,0.0,,0
PLAYAS,Antioquia,65432500,95959312,105438300,0.0,2016-07-28,0.0,P1D,0
CHUZA,Oriente,823340000,1014495332,871723900,0.0,2016-07-28,0.0,P1D,0
PORCE2,Antioquia,15134200,133540870,75574900,0.0,2016-07-27,0.0,,0
RIOGRAN2,Antioquia,94861700,501475128,273447700,0.0,2016-07-26,0.0,P1D,0
PLAYAS,Antioquia,58121500,95959312,98127300,0.0,2016-09-25,0.0,P1D,0
PENOL,Antioquia,2115228400,4080797994,2393743800,0.0,2016-09-25,0.0,P1D,0
PORCE2,Antioquia,70847900,133540870,131288600,0.0,2016-09-24,0.0,,0
PORCE3,Antioquia,51519900,115675993,77833600,0.0,2016-09-24,0.0,P1D,0
CHUZA,Oriente,969614800,1014495332,1017998700,0.0,2016-09-24,0.0,P1D,0
ALTOANCH,Valle,17016800,33860926,25475800,0.0,2016-09-24,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1712520800,3992426064,1712520800,0.0,2016-09-23,0.0,P1D,0
ALTOANCH,Valle,13921700,33860926,22380800,0.0,2016-09-23,0.0,P1D,0
PENOL,Antioquia,2105286900,4080797994,2383802400,0.0,2016-09-22,0.0,P1D,0
CALIMA1,Valle,66961900,216192480,118228300,0.0,2016-09-22,0.0,P1D,0
MIEL1,Caldas,80567800,245451418,108328300,0.0,2016-09-22,0.0,P1D,0
RIOGRAN2,Antioquia,193268800,501475128,371854800,0.0,2016-09-22,0.0,P1D,0
SOGAMOSO,Centro,450981400,998886744,661749600,0.0,2016-09-22,0.0,P1D,0
BETANIA,Centro,111240900,125417082,184912100,0.0,2016-09-21,0.0,P1D,0
PENOL,Antioquia,2104131700,4080797994,2382647100,0.0,2016-09-20,0.0,P1D,0
CALIMA1,Valle,66127900,216192480,117394300,0.0,2016-09-19,0.0,P1D,0
GUAVIO,Oriente,1966904500,2072355042,2014921600,0.0,2016-09-18,0.0,P1D,0
CHUZA,Oriente,959109400,1014495332,1007493300,0.0,2016-09-18,0.0,P1D,0
CALIMA1,Valle,65786000,216192480,117052500,0.0,2016-09-18,0.0,P1D,0
ESMERALD,Oriente,1102727900,1143391381,1148067400,0.0,2016-09-18,0.0,P1D,0
PORCE2,Antioquia,49698200,133540870,110138900,0.0,2016-09-18,0.0,,0
TRONERAS,Antioquia,32734700,69981450,60343800,0.0,2016-09-18,0.0,P1D,0
MUNA,Centro,49718900,58189504,49949100,0.0,2016-09-17,0.0,P1D,0
RIOGRAN2,Antioquia,181739900,501475128,360325900,0.0,2016-09-16,0.0,P1D,0
MIRAFLOR,Antioquia,125544800,308621390,143567400,0.0,2016-09-16,0.0,P1D,0
PORCE3,Antioquia,68827500,115675993,95141200,0.0,2016-09-16,0.0,P1D,0
RIOGRAN2,Antioquia,175432100,501475128,354018200,0.0,2016-09-15,0.0,P1D,0
ELQUIMBO,Centro,814831500,1107906044,1023921000,2611621.25,2016-09-14,2611621.25,P1D,1
PENOL,Antioquia,2055205400,4080797994,2333720800,0.0,2016-09-14,0.0,P1D,0
AGREGADO_SIN,Colombia,10396570700,17237617384,11931506600,2611621.25,2016-09-14,2611621.25,P1D,1
URRA1,Caribe,102231200,159136980,145672000,0.0,2016-09-13,0.0,P1D,0
AGREGADO_SIN,Colombia,10322091200,17237617384,11857027100,2308088.3333,2016-09-13,2308088.33,P1D,1
PLAYAS,Antioquia,91104800,95959312,131110600,0.0,2016-09-12,0.0,P1D,0
MIEL1,Caldas,69334500,245451418,97095100,0.0,2016-09-12,0.0,P1D,0
BETANIA,Centro,95920100,125417082,169591300,0.0,2016-09-11,0.0,P1D,0
SALVAJIN,Valle,50843700,190596680,76079500,0.0,2016-09-11,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1709063500,3992426064,1709063500,0.0,2016-09-10,0.0,P1D,0
SANLOREN,Antioquia,217269000,443030452,274025900,0.0,2016-09-10,0.0,P1D,0
CALIMA1,Valle,62766100,216192480,114032500,0.0,2016-09-09,0.0,P1D,0
MIRAFLOR,Antioquia,113964300,308621390,131986900,0.0,2016-09-09,0.0,P1D,0
PORCE2,Antioquia,38680500,133540870,99121200,0.0,2016-09-09,0.0,,0
ESMERALD,Oriente,1115794600,1143391381,1161134100,0.0,2016-09-09,0.0,P1D,0
URRA1,Caribe,97148600,159136980,140589400,0.0,2016-09-08,0.0,P1D,0
PRADO,Centro,4103000,56831166,48688700,0.0,2016-09-08,0.0,P1D,0
PUNCHINA,Antioquia,24587300,73397952,37025100,0.0,2016-09-08,0.0,P1D,0
PORCE2,Antioquia,35846400,133540870,96287100,0.0,2016-09-07,0.0,,0
ELQUIMBO,Centro,805734500,1107906044,1014824000,0.0,2016-09-07,0.0,P1D,0
AGREGADO_BOGOTA,Centro,1705408200,3992426064,1705408200,0.0,2016-09-06,0.0,P1D,0
PLAYAS,Antioquia,70115400,95959312,110121200,0.0,2016-09-06,0.0,P1D,0
RIOGRAN2,Antioquia,96380100,501475128,274966100,0.0,2016-09-06,0.0,P1D,0
GUAVIO,Oriente,2028597400,2072355042,2076614500,0.0,2016-09-06,0.0,P1D,0
